Attribute	Label	Weight
word.lower():afijn	O	0.291644
next_word.lower():aan	I-MISC	0.291618
word.lower():personeele	O	0.291557
word.lower():zunnesteek	O	0.291547
word.prefix3:Mar	I-MISC	0.291472
word.prefix2:Sa	B-PER	0.290714
word.prefix3:Afi	O	0.290698
word.prefix2:Af	O	0.290698
next_word.lower():'n	I-MISC	0.290614
word.wordshape():Xxxxxxxxxx	B-MISC	0.290311
prev_word.lower():hidde	I-PER	0.290302
word.suffix3:oes	I-PER	0.290109
word.prefix2:ki	O	0.289365
word.lower():amerikoa	I-LOC	0.289361
word.suffix3:oor	B-LOC	0.288961
word.lower():mit	O	0.28875
word.suffix3:koa	I-LOC	0.288742
word.prefix3:Ame	I-LOC	0.288695
word.suffix2:'n	B-MISC	0.288177
word.suffix3:Dei	O	0.287947
word.prefix3:Dei	O	0.287947
word.suffix3:ler	I-PER	0.28792
next_word.lower():laag	B-LOC	0.287601
word.lower():oabels	B-PER	0.287566
word.lower():goud	O	0.287323
word.suffix3:ais	B-PER	0.287137
word.suffix3:nne	I-PER	0.287132
word.lower():trude	B-PER	0.287029
word.prefix3:Spr	I-ORG	0.286855
word.prefix3:Slo	B-MISC	0.286491
word.suffix2:ch	B-PER	0.286457
word.lower():jonkje	O	0.285772
word.prefix3:Zön	O	0.285444
next_word.lower():komen	B-LOC	0.285148
prev_word.lower():zien	O	0.284841
word.suffix3:'n	B-LOC	0.284524
word.prefix3:'n	B-LOC	0.284524
word.prefix2:'n	B-LOC	0.284033
word.lower():'n	B-LOC	0.283842
word.lower():idoa	B-PER	0.283818
word.prefix3:Ido	B-PER	0.283818
word.prefix2:Id	B-PER	0.283818
word.prefix3:Ben	O	0.283173
word.suffix2:l.	B-ORG	0.283166
word.lower():nederl.	B-ORG	0.283054
word.wordshape():Xxxxxx.	B-ORG	0.283054
word.suffix3:rl.	B-ORG	0.283054
next_word.lower():gymn.	B-ORG	0.283054
next_word.lower():ien	B-MISC	0.282827
next_word.lower():leste	B-PER	0.282415
word.lower():heere	B-PER	0.282054
prev_word.lower():groot	I-LOC	0.281764
next_word.lower():boordjes	O	0.281187
word.lower():kopke	O	0.281086
word.suffix2:ik	I-PER	0.280664
word.suffix2:rd	B-ORG	0.280427
word.prefix3:Nou	O	0.280316
word.lower():saotansche	O	0.279891
word.prefix3:Sao	O	0.279891
next_word.lower():vrouluu	O	0.279891
word.lower():oll'	B-MISC	0.27978
word.lower():deidaogse	O	0.279644
next_word.lower():mekkelbörgse	O	0.279644
word.lower():lenstra	I-PER	0.278663
prev_word.lower():abe	I-PER	0.278663
next_word.lower():en	B-ORG	0.278629
word.wordshape():Xxxxxxxx	B-LOC	0.277917
word.lower():meter	O	0.2778
word.prefix2:We	I-PER	0.277537
word.lower():haar	O	0.277479
word.suffix2:rs	B-PER	0.277045
word.lower():stadhoeslewaai	O	0.27584
word.suffix2:rd	I-LOC	0.275442
prev_word.lower():ain	O	0.275224
word.prefix2:WI	O	0.274908
next_word.lower():zieden	B-LOC	0.274779
next_word.lower():wief	B-MISC	0.274601
word.lower():buremoa	B-PER	0.274453
word.prefix3:Bur	B-PER	0.274453
prev_word.lower():naam	B-PER	0.274342
word.prefix3:Beg	O	0.274255
word.suffix2:n'	O	0.273797
word.suffix3:ogs	O	0.273095
word.lower():tiedschrift	O	0.273011
word.lower():kikt	O	0.272798
word.lower():ouwerd	I-PER	0.272501
word.prefix3:Ouw	I-PER	0.272501
next_word.lower():kregen	O	0.272385
word.lower():gestommel	O	0.27201
word.lower():lauwersee	B-LOC	0.271407
word.prefix2:zi	O	0.271304
word.lower():grunneger	B-MISC	0.270686
word.prefix3:Bon	I-ORG	0.270435
word.lower():maandblad	O	0.269577
word.lower():oostenriekers	B-MISC	0.269571
word.prefix3:Paa	O	0.269276
next_word.isdigit()	I-MISC	0.269207
word.prefix3:Noo	B-LOC	0.269109
prev_word.lower():veur	B-ORG	0.269105
word.lower():omlanderwiek	B-LOC	0.268692
word.prefix3:Oml	B-LOC	0.268692
word.suffix3:iek	I-PER	0.268503
word.prefix2:to	O	0.268463
word.prefix3:Zao	O	0.267736
word.lower():'n	O	0.26762
word.prefix3:Hem	B-LOC	0.267525
word.lower():filippi	I-LOC	0.267371
word.suffix3:ppi	I-LOC	0.267371
word.suffix2:pi	I-LOC	0.267371
prev_word.lower():cesaréoa	I-LOC	0.267371
word.prefix3:Vra	B-LOC	0.267287
next_word.lower():tuunen	I-PER	0.267232
word.lower():kemedie	O	0.267032
word.lower():bovenste	O	0.267004
word.prefix3:gro	O	0.266948
word.lower():baistje	O	0.266866
word.prefix3:Bru	I-PER	0.26673
word.lower():meer	O	0.266594
word.lower():nainoord	I-PER	0.266356
word.lower():sietje	B-PER	0.266312
next_word.lower():winter	O	0.266093
word.prefix3:Bar	B-MISC	0.265994
word.prefix3:Hoo	B-MISC	0.26562
word.suffix3:Zoo	O	0.265591
word.prefix3:Mis	O	0.265396
word.suffix2:ig	B-MISC	0.264778
word.prefix3:Gev	O	0.264389
word.prefix2:za	O	0.264082
word.lower():koom	O	0.264068
next_word.lower():roulf	O	0.263609
prev_word.lower():en	I-LOC	0.2633
word.suffix3:d'r	O	0.263103
word.prefix2:Am	I-LOC	0.262964
word.prefix2:Ge	B-LOC	0.262934
prev_word.lower():naitn	O	0.262756
prev_word.lower():ons	O	0.262669
word.lower():vrund	O	0.262624
word.lower():marché	I-ORG	0.262575
word.suffix3:ché	I-ORG	0.262575
prev_word.lower():bon	I-ORG	0.262547
word.lower():t.	B-PER	0.262447
word.suffix3:T.	B-PER	0.262447
word.suffix2:T.	B-PER	0.262447
word.prefix3:T.	B-PER	0.262447
word.prefix2:T.	B-PER	0.262447
word.prefix3:Kem	O	0.26243
word.lower():oabel	B-PER	0.262319
next_word.lower():daar	I-ORG	0.262205
next_word.lower():boekde	B-PER	0.262187
word.lower():mevrau	O	0.262179
word.lower():oosten	B-LOC	0.262136
word.suffix2:hé	I-ORG	0.262033
word.prefix3:Nai	I-PER	0.262003
next_word.lower():belgen	O	0.261974
word.lower():engelsche	B-MISC	0.261825
next_word.lower():zoltschepen	B-MISC	0.261736
prev_word.lower():hinnerk	I-PER	0.261607
word.prefix3:Fil	I-LOC	0.26146
prev_word.lower():befoamde	B-PER	0.261257
word.lower():twijde	O	0.260403
word.suffix2:nn	B-LOC	0.260123
word.prefix3:Aal	B-PER	0.259917
word.lower():snieders	O	0.259909
word.prefix2:be	O	0.259753
word.suffix3:lem	B-LOC	0.259559
next_word.lower():muike	B-PER	0.259472
next_word.lower():joargang	O	0.259232
word.lower():hòlland	B-LOC	0.25916
next_word.lower():wôr	O	0.257869
word.prefix2:Da	I-LOC	0.257866
word.suffix3:ord	I-PER	0.25764
word.suffix3:len	O	0.256924
word.prefix2:Wo	I-PER	0.256833
word.lower():de	I-PER	0.256814
word.prefix3:d'r	O	0.256297
word.suffix3:aor	O	0.256294
next_word.lower():waas	O	0.256229
word.lower():ebbens	I-PER	0.255928
word.prefix3:Ebb	I-PER	0.255928
word.prefix2:Eb	I-PER	0.255928
word.prefix2:Go	O	0.255806
prev_word.lower():plattdütsche	I-ORG	0.255625
next_word.lower():haoldt	I-ORG	0.255625
word.lower():verband	I-ORG	0.255549
word.prefix2:Ho	B-MISC	0.255478
prev_word.lower():dr.	I-PER	0.255407
next_word.lower():f.	I-PER	0.255407
word.prefix2:Sl	B-MISC	0.254964
prev_word.lower():wel	O	0.254929
word.suffix2:ai	I-MISC	0.254894
next_word.lower():mooi	B-LOC	0.25455
word.prefix2:En	O	0.254095
word.prefix2:Ro	B-LOC	0.253846
word.suffix2:lk	B-PER	0.253437
word.suffix2:or	I-ORG	0.253014
word.suffix3:örp	B-LOC	0.252886
word.prefix3:Ned	B-ORG	0.252883
word.lower():filippus	B-PER	0.252812
word.suffix3:pus	B-PER	0.252812
word.suffix2:oo	I-LOC	0.252541
prev_word.lower():as	B-LOC	0.2525
word.lower():kadde	O	0.252006
word.suffix3:jde	O	0.251594
word.lower():jampie	B-PER	0.25144
word.lower():drinde	B-LOC	0.251326
word.suffix2:er	B-PER	0.250915
next_word.lower():brutte	O	0.250911
word.lower():d'r	O	0.250592
word.lower():zoepenbrood	O	0.25049
word.lower():meulenpad	I-LOC	0.250365
word.lower():wonsdag	O	0.250207
next_word.istitle()	B-LOC	0.250173
word.lower():farizeeuwse	B-MISC	0.250159
word.suffix3:wse	B-MISC	0.250159
next_word.lower():menselkhaaid	B-MISC	0.250159
word.lower():sprekend	O	0.249769
word.prefix2:st	I-LOC	0.249676
word.prefix3:Kad	O	0.248837
word.prefix3:Poa	B-MISC	0.248657
next_word.lower():mos	I-MISC	0.24731
word.suffix2:rp	B-LOC	0.246837
word.prefix3:Zwo	B-LOC	0.246744
next_word.lower():golfies	O	0.246349
word.prefix2:va	I-ORG	0.24605
word.prefix2:So	I-MISC	0.245812
word.suffix3:ser	O	0.245754
word.prefix2:Zo	O	0.245753
word.lower():stadskanaal	B-LOC	0.24573
word.suffix2:uw	B-ORG	0.245686
word.suffix2:je	B-ORG	0.245657
next_word.lower():deur	B-LOC	0.245276
word.prefix3:Gew	O	0.244917
next_word.lower():harren	O	0.244748
word.prefix3:Rie	B-PER	0.244689
word.suffix3:van	I-ORG	0.244462
word.prefix3:Voa	O	0.244453
next_word.lower():joar	O	0.243779
word.lower():van	I-ORG	0.243603
prev_word.lower():dei	O	0.243563
word.prefix3:Ove	O	0.243562
word.prefix2:Ov	O	0.243562
word.suffix3:ers	B-MISC	0.243504
word.suffix3:dse	B-MISC	0.24274
word.suffix2:'n	B-LOC	0.242704
word.lower():kampengoa	B-PER	0.242589
word.lower():femilie	O	0.242053
word.lower():sophiao	I-MISC	0.24195
word.prefix3:Sop	I-MISC	0.24195
prev_word.lower():mariao	I-MISC	0.24195
word.prefix3:Meu	I-LOC	0.241571
word.lower():zegers	I-PER	0.241102
prev_word.lower():diene	I-PER	0.241102
word.suffix3:ors	B-MISC	0.24107
next_word.lower():beer	B-LOC	0.240635
word.lower():visser	O	0.240551
prev_word.lower():zeer	O	0.240227
word.suffix3:K	B-PER	0.240155
word.suffix2:K	B-PER	0.240155
word.prefix3:K	B-PER	0.240155
word.prefix2:K	B-PER	0.240155
word.suffix3:Het	O	0.239827
word.prefix3:Het	O	0.239827
word.prefix3:Fiv	I-LOC	0.239649
word.prefix2:Sn	B-PER	0.239547
word.wordshape():Xxxxxxxxxxx	B-LOC	0.239458
word.prefix3:Loo	B-PER	0.239239
word.prefix3:Pos	I-LOC	0.239234
word.lower():nooit	O	0.239129
word.suffix3:ien	B-MISC	0.238919
word.lower():post	I-LOC	0.238813
next_word.lower():nou	B-MISC	0.238652
word.prefix3:Vri	I-LOC	0.238618
word.lower():nanne	B-PER	0.237986
word.prefix3:Nan	B-PER	0.237986
word.prefix3:zör	O	0.237893
next_word.lower():gong	B-LOC	0.237577
word.lower():meerten	I-MISC	0.237534
word.lower():wat	O	0.237191
word.suffix2:or	B-MISC	0.23661
word.suffix2:ng	O	0.236294
word.lower():loug	O	0.235998
next_word.lower():cultuurkoart	B-MISC	0.235987
word.lower():raedschap	I-ORG	0.235828
word.prefix3:Rae	I-ORG	0.235828
prev_word.lower():kleine	I-ORG	0.235828
word.lower():toerisme	B-MISC	0.235587
word.lower():k	B-PER	0.235585
word.suffix3:sme	B-MISC	0.235416
word.suffix3:goa	B-PER	0.235276
word.lower():cesaréoa	B-LOC	0.235221
word.suffix3:éoa	B-LOC	0.235221
word.prefix3:Ces	B-LOC	0.235221
next_word.lower():filippi	B-LOC	0.235221
prev_word.lower():van	B-PER	0.234911
next_word.lower():zien	I-PER	0.234904
word.lower():spaigel	B-PER	0.234438
prev_word.lower():menisten	O	0.234285
word.suffix3:pad	I-LOC	0.234225
next_word.lower():laip	B-PER	0.234067
next_word.lower():!	I-LOC	0.233693
word.suffix3:nge	O	0.233631
word.lower():hooge	O	0.232876
word.lower():hier	O	0.23269
word.prefix3:Fil	B-PER	0.232457
word.suffix3:oek	B-LOC	0.232418
word.wordshape():XXXXXXXXX	B-PER	0.231949
prev_word.lower():peiter	I-PER	0.231904
word.lower():tjuchem	B-LOC	0.231776
word.prefix3:Tju	B-LOC	0.231776
next_word.lower():veur	O	0.231334
word.prefix2:Kr	O	0.231218
prev_word.lower():;	B-PER	0.231024
word.prefix2:Ko	I-PER	0.23031
word.suffix3:hem	B-LOC	0.229975
word.prefix3:Glo	O	0.229934
word.suffix2:rd	I-PER	0.229874
next_word.lower():haren	B-MISC	0.228756
word.suffix3:örn	I-LOC	0.228139
word.lower():grunneger	B-ORG	0.228135
prev_word.lower():wil	O	0.227638
word.prefix2:ho	O	0.227388
word.prefix3:Kik	O	0.22709
word.lower():holt	O	0.226703
word.prefix2:Le	B-ORG	0.226517
word.prefix2:la	I-LOC	0.226428
prev_word.lower():stun	B-PER	0.226308
word.prefix2:te	I-PER	0.225491
word.suffix2:ie	B-PER	0.225357
next_word.lower():kerel	O	0.225284
word.suffix2:lk	B-MISC	0.225236
word.lower():d	O	0.22522
word.lower():welmout	I-PER	0.225088
word.prefix3:Gru	I-ORG	0.224773
word.prefix3:Bes	B-MISC	0.224197
word.suffix3:lis	B-LOC	0.224175
word.prefix2:El	I-PER	0.223941
prev_word.lower():ten	I-LOC	0.223938
word.lower():kapernaum	B-LOC	0.223857
word.suffix3:aum	B-LOC	0.223857
word.prefix3:Kap	B-LOC	0.223857
word.prefix2:Ha	B-PER	0.223851
next_word.lower():rais	O	0.223586
word.lower():hannekemaaiers	B-MISC	0.223179
word.lower():cultuurkoart	I-MISC	0.222579
prev_word.lower():toerisme	I-MISC	0.222561
word.lower():fraische	B-MISC	0.222334
next_word.lower():autocaroussel	B-MISC	0.222334
next_word.lower():gait	B-PER	0.222234
word.suffix3:in	I-PER	0.222149
word.prefix3:in	I-PER	0.222149
word.wordshape():xxxxx'x	O	0.222078
next_word.lower():roampie	O	0.221759
word.prefix3:Cul	I-MISC	0.221423
word.lower():klompmaoker	O	0.221295
next_word.lower():hagedoorn	B-PER	0.221291
word.suffix3:doa	B-PER	0.22122
word.lower():hommes	B-PER	0.220987
next_word.lower():piepke	B-PER	0.220904
word.lower():een	O	0.220792
word.lower():hai	O	0.220717
word.prefix2:Cu	I-MISC	0.22071
word.suffix3:pot	O	0.220473
next_word.lower():waart	B-PER	0.219921
word.prefix3:Haa	I-MISC	0.21978
next_word.lower():zit	B-PER	0.219397
next_word.lower():lezen	I-PER	0.219347
next_word.lower():teis	I-PER	0.218469
word.lower():boaske	O	0.218382
word.suffix3:kke	O	0.218331
word.prefix2:la	O	0.217692
next_word.lower():stun	O	0.217611
word.prefix2:oe	O	0.2176
word.prefix2:Oo	O	0.217362
word.prefix3:Zie	O	0.216879
word.lower():loppersom	B-LOC	0.216816
word.lower():klaaine	O	0.21681
word.lower():klim	O	0.216787
word.suffix2:en	B-MISC	0.216692
next_word.lower():wezen	I-LOC	0.216687
word.lower():evengelie	B-ORG	0.216635
word.lower():de	B-MISC	0.21656
word.lower():paas	O	0.216526
word.suffix3:bie	O	0.216505
word.prefix3:flo	O	0.216383
word.suffix3:zze	B-MISC	0.216248
prev_word.lower():tussen	B-MISC	0.21599
word.prefix3:Lut	B-LOC	0.215907
next_word.lower():törft	B-PER	0.215861
word.lower():rammelende	O	0.215817
next_word.lower():woagenlast	O	0.215817
next_word.lower():en	I-LOC	0.215786
next_word.lower():sluig	B-PER	0.215738
word.suffix3:alm	O	0.21568
word.suffix2:'t	O	0.21566
word.prefix3:Eve	B-MISC	0.215479
word.prefix2:Ev	B-MISC	0.215479
word.prefix3:Okk	I-PER	0.215416
word.lower():’	O	0.215407
word.wordshape():’	O	0.215407
word.suffix3:’	O	0.215407
word.suffix2:’	O	0.215407
word.prefix3:’	O	0.215407
word.prefix2:’	O	0.215407
word.prefix2:Te	I-PER	0.215376
word.prefix2:wo	O	0.215334
word.lower():gabri	B-PER	0.215324
word.suffix3:bri	B-PER	0.215324
prev_word.lower():aan	B-PER	0.215292
word.prefix3:tja	O	0.215197
word.suffix2:bi	O	0.214936
word.suffix3:'t	O	0.214694
word.prefix3:'t	O	0.214694
word.lower():gloazen	O	0.214541
word.prefix2:tj	O	0.214151
word.prefix2:Al	O	0.214072
word.prefix2:Ok	I-PER	0.213863
word.suffix3:kse	O	0.213301
word.prefix3:oet	O	0.213066
word.suffix3:Ja	O	0.212907
word.suffix2:Ja	O	0.212907
word.prefix3:Ja	O	0.212907
word.prefix3:Jam	B-PER	0.212595
word.suffix3:Hai	O	0.212554
next_word.lower():zegende	B-PER	0.212463
word.prefix3:Alm	B-LOC	0.212227
word.suffix3:Dan	O	0.212025
bos	B-LOC	0.211789
word.lower():winter	O	0.211723
word.lower():paiterke	B-PER	0.211698
word.prefix3:Zui	B-LOC	0.211261
word.lower():gouie	B-MISC	0.210908
word.suffix2:r.	B-PER	0.210831
word.suffix2:rt	B-LOC	0.210594
word.lower():t	B-PER	0.20973
next_word.lower():pakte	O	0.209487
word.suffix3:der	B-MISC	0.209334
word.lower():zijl	I-PER	0.20924
word.suffix3:IJL	I-PER	0.20924
word.suffix2:JL	I-PER	0.20924
word.prefix3:ZIJ	I-PER	0.20924
word.prefix2:ZI	I-PER	0.20924
word.prefix2:Ce	O	0.209185
next_word.lower():vloog	O	0.208922
word.suffix3:alf	B-MISC	0.208864
word.lower():hambörg	B-LOC	0.208304
word.prefix3:Ham	B-LOC	0.208304
word.lower():rabbi	O	0.208082
word.suffix3:bbi	O	0.208082
word.prefix3:Rab	O	0.208082
word.suffix3:'t	B-LOC	0.207532
word.prefix3:'t	B-LOC	0.207532
word.suffix3:BUS	I-PER	0.207276
word.suffix2:US	I-PER	0.207276
word.suffix2:'t	B-LOC	0.207259
word.prefix2:Bo	B-MISC	0.206779
word.lower():bus	I-PER	0.206754
word.suffix2:ei	B-PER	0.206743
word.prefix3:Lao	O	0.206735
word.suffix3:uud	I-LOC	0.206671
next_word.lower():draaide	B-PER	0.20667
word.prefix3:noa	O	0.206302
word.lower():soalemo	O	0.206247
word.suffix3:emo	O	0.206247
word.lower():siktoaris	O	0.206219
word.prefix3:Van	I-PER	0.206156
word.prefix2:Do	I-LOC	0.205877
prev_word.lower():n	B-MISC	0.205874
prev_word.lower():tj.	B-LOC	0.205735
word.lower():de	I-MISC	0.205602
word.lower():'t	B-LOC	0.205572
word.prefix2:As	B-LOC	0.205449
word.lower():schijndel	I-PER	0.205239
next_word.lower():zingen	I-LOC	0.205013
next_word.lower():bin	B-PER	0.20498
next_word.lower():in	I-PER	0.204683
word.suffix3:art	O	0.204518
word.prefix3:Sch	O	0.204272
word.prefix2:Sc	O	0.204272
word.prefix2:mi	O	0.204249
prev_word.lower():he	O	0.204209
word.suffix3:hou	O	0.204169
word.lower():laoter	O	0.203514
word.suffix3:van	B-PER	0.203509
next_word.lower():ien	I-LOC	0.203211
prev_word.lower():moar	B-ORG	0.20309
next_word.lower():ook	B-MISC	0.203028
word.prefix3:Ald	O	0.2027
word.lower():hidde	B-PER	0.202695
word.prefix3:Hid	B-PER	0.202695
next_word.lower():wer	I-PER	0.202308
word.lower():vilder	O	0.202283
word.lower():liek	O	0.202109
word.prefix3:BUS	I-PER	0.201861
word.prefix2:BU	I-PER	0.201861
word.lower():tjonge	O	0.201585
word.prefix2:Is	B-ORG	0.200963
word.lower():veurzitter	O	0.200888
word.suffix2:ek	I-PER	0.20071
word.prefix3:Rag	B-LOC	0.200365
word.suffix3:ört	O	0.20034
word.lower():moring	I-PER	0.199977
prev_word.lower():hennie	I-PER	0.199977
prev_word.lower():rijn	B-LOC	0.199948
next_word.lower():binnenkwam	B-LOC	0.199948
prev_word.lower():boeten	B-MISC	0.199035
word.suffix3:Te	B-PER	0.198931
word.suffix2:Te	B-PER	0.198931
word.prefix3:Te	B-PER	0.198931
word.lower():oldenbörg	B-LOC	0.198917
word.suffix3:uie	B-MISC	0.198884
word.lower():b.	B-PER	0.198423
word.suffix3:B.	B-PER	0.198423
word.suffix2:B.	B-PER	0.198423
word.prefix3:B.	B-PER	0.198423
word.prefix2:B.	B-PER	0.198423
word.prefix2:ma	O	0.198237
word.lower():wilstoe	O	0.198147
prev_word.lower():dait	O	0.198096
word.lower():stillechies	O	0.197801
next_word.lower():onder	O	0.197358
word.prefix2:Tw	B-PER	0.197029
prev_word.lower():dus	B-MISC	0.196659
word.prefix2:Lu	B-PER	0.196527
word.suffix2:om	O	0.196217
next_word.lower():zette	O	0.196176
word.lower():zundaogs	O	0.196167
word.prefix2:Al	B-ORG	0.195936
word.lower():ik	O	0.195901
word.prefix3:Rec	B-LOC	0.195572
word.lower():goddank	O	0.195183
next_word.lower():?	O	0.1947
word.suffix2:if	O	0.19455
word.suffix3:man	B-PER	0.194529
word.lower():volkslaid	I-MISC	0.193917
word.lower():.	I-MISC	0.193633
word.wordshape():.	I-MISC	0.193633
word.suffix3:.	I-MISC	0.193633
word.suffix2:.	I-MISC	0.193633
word.prefix3:.	I-MISC	0.193633
word.prefix2:.	I-MISC	0.193633
word.lower():mensdom	O	0.193496
prev_word.lower():dut	O	0.193203
prev_word.lower():jezus	B-PER	0.19314
next_word.lower():komt	B-PER	0.192951
prev_word.lower():stoul	O	0.192735
prev_word.lower():'t	B-MISC	0.191881
word.suffix3:rde	O	0.191116
next_word.lower():tuug	O	0.190844
next_word.lower():ook	B-LOC	0.1906
prev_word.lower():marten	I-PER	0.190412
word.lower():gommes	O	0.190361
word.prefix3:Jon	I-PER	0.19023
word.suffix3:aif	O	0.19014
word.suffix2:ke	O	0.189814
word.lower():bouk	I-PER	0.189547
word.lower():sikje	O	0.189013
word.wordshape():XXXXX	B-PER	0.188454
next_word.lower():ofproat	O	0.187405
word.suffix3:d'	B-MISC	0.187284
word.prefix3:d'	B-MISC	0.187284
word.prefix2:Se	B-PER	0.187276
word.suffix3:mme	O	0.187255
word.suffix3:ank	O	0.186909
word.suffix3:aon	B-PER	0.186788
next_word.lower():woonde	O	0.186615
prev_word.lower():jampie	I-PER	0.186589
word.suffix3:out	I-PER	0.186395
next_word.lower():niks	O	0.186043
word.suffix2:is	B-MISC	0.185918
next_word.lower():bus	B-PER	0.18556
word.lower():zuudloaren	B-LOC	0.185197
word.prefix3:Wel	I-PER	0.184921
word.wordshape():xxxxxxx	B-PER	0.184864
word.prefix3:WIN	O	0.184856
word.wordshape():xxxxxxxxxxxxxx	B-MISC	0.184203
prev_word.lower():prins	B-PER	0.184168
word.wordshape():xxxxxxxxxxxxxxxxxx	B-MISC	0.183995
prev_word.lower():tobit	O	0.183951
prev_word.lower():zeurt	B-PER	0.183631
word.suffix2:Is	O	0.183513
word.suffix2:d'	B-MISC	0.183496
word.suffix2:oa	I-PER	0.183184
word.suffix3:Is	O	0.183181
word.prefix3:Is	O	0.183181
prev_word.lower():moar	B-MISC	0.182995
word.suffix3:ren	O	0.182068
word.suffix3:Van	I-PER	0.181777
word.suffix3:och	O	0.181689
word.prefix2:Om	B-LOC	0.181519
next_word.lower():zuud	B-LOC	0.181485
word.prefix2:in	I-PER	0.180969
word.prefix2:Me	B-MISC	0.180962
word.lower():plat	O	0.180689
word.suffix3:lat	O	0.180689
word.suffix2:te	B-MISC	0.180669
word.suffix3:Een	O	0.18002
word.suffix2:mo	O	0.179713
word.prefix3:Dod	I-PER	0.179695
word.lower():doddel	I-PER	0.179328
word.suffix3:uig	O	0.179319
next_word.lower():hetter	B-PER	0.178835
word.prefix3:Hai	O	0.178654
word.prefix3:Opa	O	0.177918
word.lower():olle	O	0.1779
word.lower():graitje	O	0.177892
word.prefix2:Le	I-PER	0.177595
word.prefix2:wa	I-LOC	0.177249
word.lower():freerk	B-PER	0.176843
word.suffix3:ken	O	0.176518
word.lower():leergeld	I-ORG	0.176252
word.prefix3:Zul	O	0.176004
next_word.lower():was	B-LOC	0.175183
next_word.lower():het	I-ORG	0.175051
next_word.lower():spijde	B-PER	0.174736
prev_word.lower():wassen	O	0.174615
word.lower():walburgstroat	I-LOC	0.174509
word.prefix3:Wal	I-LOC	0.174509
word.lower():spröt	B-PER	0.174435
prev_word.lower():v.	B-LOC	0.174394
word.suffix2:on	I-ORG	0.174354
word.prefix3:Hoa	I-LOC	0.174226
word.lower():wils	B-PER	0.173978
prev_word.lower():zee	O	0.173848
prev_word.lower():drei	O	0.173593
word.prefix2:Bu	B-PER	0.173155
word.suffix2:ne	I-PER	0.173109
next_word.lower():hand	O	0.172953
word.prefix3:Zoe	O	0.172805
word.prefix3:Dao	O	0.172089
word.lower():twy	O	0.171995
word.suffix3:twy	O	0.171995
word.suffix2:wy	O	0.171995
word.prefix3:twy	O	0.171995
next_word.lower():köningskinder	O	0.171995
next_word.lower():zich	O	0.171949
word.prefix2:Ai	B-PER	0.171881
word.lower():dij	O	0.171219
word.lower():mulder	B-PER	0.170774
word.prefix3:Mul	B-PER	0.170774
next_word.lower():o.	O	0.170484
prev_word.lower():god	B-PER	0.170429
next_word.lower():leggen	O	0.170419
word.lower():mekoar	O	0.170221
word.suffix3:ger	I-ORG	0.170072
word.lower():käppen	B-PER	0.170057
word.prefix3:Käp	B-PER	0.170057
word.prefix2:Kä	B-PER	0.170057
word.suffix3:röt	B-PER	0.169929
word.suffix3:ber	B-MISC	0.169662
next_word.lower():innemen	O	0.169555
word.suffix2:nk	I-PER	0.169535
word.prefix2:Ap	B-LOC	0.169304
next_word.lower():dialect	B-MISC	0.169302
word.lower():wipstaart	B-PER	0.168983
word.prefix3:Wip	B-PER	0.168983
word.suffix2:oa	I-LOC	0.168138
next_word.lower():kloas	O	0.167977
next_word.lower():post	B-LOC	0.167444
word.suffix3:ust	O	0.167324
word.prefix3:Zuu	I-LOC	0.167178
