Attribute	Label	Weight
word.prefix3:Edn	B-PER	0.576346
prev_word.lower():aan	B-ORG	0.576309
word.suffix3:ins	O	0.575337
prev_word.lower():zellen	B-PER	0.575295
word.lower():juli	O	0.574964
word.suffix3:uli	O	0.574964
word.lower():galileër	B-MISC	0.574787
word.prefix3:Twe	I-MISC	0.574664
word.lower():twaide	B-MISC	0.574575
word.lower():koudaipsloane	B-LOC	0.574345
word.lower():sodom	B-PER	0.574075
word.prefix3:Sod	B-PER	0.574075
next_word.lower():hoan	O	0.574
word.suffix2:tt	I-PER	0.573867
word.prefix2:ao	B-MISC	0.57352
prev_word.lower():engelsche	I-MISC	0.573145
word.lower():zoltschepen	I-MISC	0.57236
word.suffix2:ad	B-LOC	0.572229
word.lower():poort	I-MISC	0.572076
word.lower():noord	I-LOC	0.571684
word.suffix3:eër	B-MISC	0.571657
word.suffix2:ër	B-MISC	0.571657
prev_word.lower():es	B-PER	0.571481
word.lower():elioa	B-PER	0.57138
word.suffix3:ioa	B-PER	0.57138
word.lower():aantje	B-PER	0.571353
word.suffix2:ns	B-PER	0.57134
next_word.punct	I-LOC	0.571218
word.lower():paulsborg	B-LOC	0.571179
word.suffix3:O	O	0.570926
word.suffix2:O	O	0.570926
word.prefix3:O	O	0.570926
word.prefix2:O	O	0.570926
next_word.lower():wordt	I-MISC	0.570847
word.lower():paoskedaogen	B-MISC	0.570823
word.suffix3:del	I-PER	0.570763
word.prefix2:Tw	I-MISC	0.570665
word.prefix3:Dan	O	0.570481
word.prefix3:Uut	O	0.57048
word.prefix2:Uu	O	0.57048
word.suffix3:ane	B-LOC	0.570304
word.lower():boas	O	0.569763
prev_word.lower():gode	O	0.569238
word.suffix2:re	I-PER	0.568969
word.lower():ekbatana	B-LOC	0.568949
word.suffix3:ana	B-LOC	0.568949
word.prefix3:Ekb	B-LOC	0.568949
word.lower():neijoar	B-MISC	0.568689
word.lower():hoera	O	0.568392
word.suffix3:era	O	0.568392
prev_word.lower():kwam	B-LOC	0.56839
word.lower():sikketaores	O	0.567735
word.lower():hilje	B-PER	0.56753
word.suffix3:lje	B-PER	0.56753
word.prefix3:Hoe	B-PER	0.567376
prev_word.lower():hail	B-MISC	0.567322
word.isdigit()	I-MISC	0.567057
word.lower():eksellentie	O	0.567027
word.prefix3:Kok	I-PER	0.566777
word.prefix2:Ka	I-MISC	0.566344
word.lower():isaak	B-PER	0.566078
word.prefix3:Isa	B-PER	0.566078
word.suffix2:uw	O	0.565816
word.suffix3:aël	B-LOC	0.565353
word.prefix2:Ek	O	0.564361
word.lower():sapmeer	I-LOC	0.564284
word.suffix2:at	O	0.563673
word.lower():g.	O	0.563507
word.suffix3:G.	O	0.563507
word.suffix2:G.	O	0.563507
word.prefix3:G.	O	0.563507
word.prefix2:G.	O	0.563507
prev_word.lower():provincie	B-LOC	0.563435
word.prefix2:he	I-PER	0.563353
word.suffix3:nee	O	0.563344
next_word.lower():mensken	I-MISC	0.563157
prev_word.lower():hoogezaand	I-LOC	0.562992
next_word.lower():sapmeer	I-LOC	0.562704
word.lower():land	O	0.562673
word.lower():gods	B-PER	0.562168
word.suffix3:ods	B-PER	0.562168
word.suffix3:ach	B-PER	0.56212
word.lower():penningmeester	O	0.562082
word.prefix3:Wet	B-MISC	0.561993
word.lower():c.	O	0.561634
word.suffix3:C.	O	0.561634
word.suffix2:C.	O	0.561634
word.prefix3:C.	O	0.561634
word.prefix2:C.	O	0.561634
prev_word.lower():lawerman	O	0.561634
word.lower():dialect	I-MISC	0.560752
word.suffix3:ect	I-MISC	0.560582
word.suffix2:ct	I-MISC	0.560582
word.lower():börgerpaark	B-LOC	0.56056
word.suffix3:elt	B-LOC	0.559892
word.lower():kolk	B-PER	0.559563
word.suffix3:Wad	I-LOC	0.559037
word.prefix3:zol	I-MISC	0.558361
word.prefix3:Kie	B-LOC	0.558112
word.lower():dien	B-LOC	0.557934
word.lower():wilhelm	B-ORG	0.557658
next_word.lower():tell	B-ORG	0.557658
word.suffix3:elm	B-ORG	0.557613
next_word.lower():legt	B-ORG	0.557046
word.prefix3:Loa	O	0.556879
word.prefix3:Mao	B-LOC	0.556243
next_word.lower():mien	O	0.555872
word.prefix3:Nie	B-LOC	0.555793
word.suffix3:nte	B-MISC	0.555421
word.lower():siemen	B-PER	0.555384
next_word.lower():zeggen	I-LOC	0.554878
prev_word.lower():of	B-MISC	0.554004
prev_word.lower():stainen	I-MISC	0.553885
word.lower():heils	I-ORG	0.553625
word.lower():rostock	B-LOC	0.552632
word.suffix3:ock	B-LOC	0.552632
word.suffix3:oas	B-MISC	0.552288
word.lower():steernbosk	B-LOC	0.552201
word.suffix3:osk	B-LOC	0.552046
next_word.lower():gain	B-MISC	0.551585
prev_word.lower():roip	B-PER	0.551153
word.prefix3:God	B-MISC	0.550796
word.prefix3:Noo	B-MISC	0.550672
word.lower():rhein	B-LOC	0.550588
word.prefix3:Rhe	B-LOC	0.550588
word.prefix2:Rh	B-LOC	0.550588
prev_word.lower():am	B-LOC	0.550588
next_word.lower():schetterde	B-LOC	0.550588
word.suffix3:ora	O	0.549583
next_word.lower():deuper	I-PER	0.54944
word.lower():noodzaokleke	O	0.549075
next_word.lower():peerdewaark	O	0.549075
word.prefix3:Hei	I-ORG	0.548914
word.suffix3:TER	B-MISC	0.548783
word.prefix2:Pa	I-LOC	0.548577
word.lower():zien	O	0.548366
prev_word.lower():begun	O	0.54794
word.prefix2:bo	O	0.547819
word.prefix2:Re	B-PER	0.54781
word.suffix3:ion	B-LOC	0.547542
next_word.lower():a	O	0.547489
prev_word.lower():des	I-ORG	0.547375
word.wordshape():Xxxxxxxxxxx	I-ORG	0.5471
prev_word.lower():as	B-PER	0.546981
word.suffix3:ort	I-MISC	0.546814
word.lower():poepie	B-PER	0.54656
word.suffix2:sk	B-LOC	0.546545
word.prefix3:Rai	B-LOC	0.546529
word.prefix2:Be	I-PER	0.546118
word.lower():d’biebelse	B-MISC	0.5453
word.wordshape():x’Xxxxxxxx	B-MISC	0.5453
word.prefix3:d’B	B-MISC	0.5453
next_word.lower():opdracht	B-MISC	0.545232
word.lower():streekje	I-LOC	0.544915
word.prefix3:Aug	B-MISC	0.54479
word.lower():bovenpekel	B-LOC	0.544024
word.prefix2:AI	B-PER	0.543989
word.suffix3:oam	O	0.543969
word.suffix2:ok	I-ORG	0.543788
word.lower():.	O	0.543752
word.wordshape():.	O	0.543752
word.suffix3:.	O	0.543752
word.suffix2:.	O	0.543752
word.prefix3:.	O	0.543752
word.prefix2:.	O	0.543752
word.suffix3:nis	O	0.543601
prev_word.lower():waren	B-PER	0.543535
word.suffix2:in	B-LOC	0.543135
word.prefix2:Oo	B-MISC	0.542966
next_word.lower():maarkus	I-ORG	0.542879
word.prefix2:tw	B-MISC	0.542821
word.suffix3:rie	B-MISC	0.542727
prev_word.lower():evengelie	I-ORG	0.542671
word.prefix2:Ve	I-ORG	0.54192
word.lower():commité	I-MISC	0.54174
word.suffix3:ité	I-MISC	0.54174
word.suffix2:té	I-MISC	0.54174
prev_word.lower():crissis	I-MISC	0.54174
word.lower():juffrau	O	0.541631
prev_word.lower():k	I-PER	0.540934
next_word.lower():vrouwen	O	0.540803
word.lower():veen	I-PER	0.540528
word.suffix3:ren	I-PER	0.540122
word.suffix2:ts	B-PER	0.539876
word.lower():hinderk	B-PER	0.539606
word.prefix3:Pen	O	0.538689
word.lower():noorden	I-LOC	0.538155
prev_word.lower():gedempte	I-LOC	0.538002
next_word.lower():romkegracht	I-LOC	0.538002
word.wordshape():xxxxxxx	B-MISC	0.537834
word.lower():hinderkie	B-PER	0.537746
word.prefix3:Der	B-PER	0.53765
word.prefix3:com	I-MISC	0.537612
next_word.lower():b.v	I-LOC	0.537518
word.wordshape():Xxxxxxxxxxxx	I-MISC	0.537351
prev_word.lower():grönneger	O	0.536717
word.prefix3:Mör	O	0.53667
word.prefix2:Mö	O	0.53667
word.lower():barnstörp	B-LOC	0.53661
word.lower():snaik	B-LOC	0.536479
next_word.lower():zaailde	B-LOC	0.536479
word.prefix2:co	I-MISC	0.535835
word.suffix3:Aan	O	0.535462
word.lower():schepper	B-PER	0.535365
word.lower():verske	O	0.535258
next_word.lower():strikt	O	0.53513
word.prefix3:Pot	I-PER	0.535054
word.suffix2:ge	B-LOC	0.535043
word.prefix3:Mie	O	0.534907
word.suffix3:SKE	O	0.534688
word.lower():tell	I-ORG	0.534666
word.prefix3:Tel	I-ORG	0.534666
prev_word.lower():wilhelm	I-ORG	0.534666
word.suffix3:ell	I-ORG	0.534509
word.lower():lewe	B-PER	0.53449
word.suffix3:ewe	B-PER	0.53449
word.prefix3:Lew	B-PER	0.53449
word.suffix3:ail	O	0.534086
word.lower():eggers	B-PER	0.533757
word.prefix3:Egg	B-PER	0.533757
next_word.lower():laid	O	0.533708
word.suffix2:ei	O	0.533564
next_word.lower():in	B-LOC	0.533552
word.suffix3:JAN	B-PER	0.533289
word.prefix3:JAN	B-PER	0.533289
word.prefix2:JA	B-PER	0.533289
word.prefix2:Na	B-ORG	0.533261
next_word.lower():haarm	O	0.533215
word.prefix2:wo	I-ORG	0.532772
word.prefix2:Vo	O	0.532668
word.prefix2:Gi	B-PER	0.532072
next_word.lower():kon	I-ORG	0.532019
word.suffix2:ll	I-ORG	0.531974
word.prefix3:Poo	I-MISC	0.531885
word.prefix2:zo	I-MISC	0.531815
prev_word.lower():januari	I-MISC	0.531662
word.lower():oaltje	B-PER	0.531646
word.prefix3:Oal	B-PER	0.531646
word.suffix3:kje	I-LOC	0.531566
word.prefix2:Tj	B-PER	0.531429
word.prefix3:Sti	B-ORG	0.531313
word.lower():keunink	O	0.531089
word.lower():zang	B-ORG	0.530663
word.lower():merie	B-PER	0.530652
word.lower():merrie	I-MISC	0.53065
prev_word.lower():jansen's	I-MISC	0.53065
word.suffix2:un	O	0.530363
prev_word.lower():haar	B-PER	0.530223
word.prefix3:Her	B-PER	0.530135
word.prefix2:Pr	B-LOC	0.529959
word.lower():achter	O	0.529933
prev_word.lower():groninger	I-MISC	0.529805
next_word.lower():raip	B-PER	0.529734
next_word.lower():grönneger	B-ORG	0.528977
word.lower():nepoleon	B-PER	0.528825
word.prefix3:Nep	B-PER	0.528825
word.prefix3:mer	I-MISC	0.52831
word.prefix3:Veu	B-PER	0.528037
word.lower():jansen's	B-MISC	0.527829
next_word.lower():merrie	B-MISC	0.527829
word.lower():regeeren	O	0.527795
next_word.lower():is	B-PER	0.527769
word.prefix2:op	O	0.527474
next_word.lower():laan	I-PER	0.527428
next_word.lower():die	I-MISC	0.527375
word.prefix3:pol	I-LOC	0.527253
word.prefix3:Dun	O	0.527171
next_word.lower():streekje	B-LOC	0.526297
word.prefix3:Stu	O	0.525957
word.lower():kunst	O	0.525889
word.prefix3:Maa	I-LOC	0.525401
word.prefix3:Bon	B-MISC	0.524882
word.lower():hogentippel	B-LOC	0.524765
word.prefix3:Hog	B-LOC	0.524765
word.prefix2:So	O	0.524514
word.lower():van	B-PER	0.523943
word.lower():neijaorsaovend	B-MISC	0.523921
word.wordshape():XXX'	B-MISC	0.52381
word.suffix3:LL'	B-MISC	0.52381
word.suffix2:L'	B-MISC	0.52381
word.prefix3:OLL	B-MISC	0.52381
word.prefix2:OL	B-MISC	0.52381
next_word.lower():joars	B-MISC	0.52381
next_word.lower():zulf	O	0.523713
word.lower():lainster	B-LOC	0.523525
word.lower():z.w	B-MISC	0.523309
word.wordshape():X.X	B-MISC	0.523309
word.suffix3:Z.W	B-MISC	0.523309
word.suffix2:.W	B-MISC	0.523309
word.prefix3:Z.W	B-MISC	0.523309
word.prefix2:Z.	B-MISC	0.523309
word.prefix3:Mer	B-PER	0.523208
word.lower():daar	O	0.523026
word.prefix3:Gar	B-MISC	0.522916
prev_word.lower():d	B-PER	0.522905
word.prefix3:Zan	B-ORG	0.522841
word.suffix3:kje	O	0.522773
word.prefix2:na	O	0.522713
next_word.lower():wuir	I-MISC	0.522486
word.prefix2:re	O	0.522345
next_word.lower():te	O	0.521445
word.prefix3:Goa	O	0.521388
word.suffix3:gie	B-ORG	0.521364
prev_word.lower():frikke	I-PER	0.521229
word.suffix3:ern	I-MISC	0.52113
next_word.lower():'	O	0.521114
word.prefix2:'t	B-LOC	0.521107
word.lower():sunt	B-MISC	0.520848
prev_word.lower():aigenste	B-PER	0.520604
word.suffix2:il	O	0.520555
word.suffix3:aar	O	0.520449
word.prefix3:Dai	I-LOC	0.519513
word.prefix3:Pek	I-LOC	0.519206
word.lower():iepman	I-PER	0.518963
word.prefix3:Iep	I-PER	0.518963
next_word.lower():noorden	B-LOC	0.518728
word.lower():sprôt	B-PER	0.518517
word.suffix3:rôt	B-PER	0.518517
word.suffix3:wad	I-LOC	0.518366
prev_word.lower():vrou	B-PER	0.518311
word.suffix3:tje	O	0.51816
word.prefix3:Gez	O	0.518038
word.lower():sint	B-LOC	0.518038
word.prefix3:Jon	I-ORG	0.518012
word.prefix2:Cu	O	0.517873
word.prefix3:Str	I-LOC	0.517834
word.wordshape():Xxxxxx'x	B-MISC	0.517562
word.suffix3:n's	B-MISC	0.517562
word.prefix3:wad	I-LOC	0.517494
word.prefix2:Vr	I-MISC	0.517434
prev_word.lower():sunner	I-PER	0.517159
word.suffix2:nd	I-ORG	0.516733
prev_word.lower():ken	B-PER	0.515845
word.suffix2:'r	O	0.515578
word.prefix2:Je	B-MISC	0.515354
word.lower():loots	B-PER	0.515231
word.prefix2:Ie	I-PER	0.515206
word.lower():paoskvuur	O	0.515132
word.lower():rommelpotterij	O	0.515112
word.lower():peerd	O	0.515063
word.suffix3:het	I-PER	0.514728
word.prefix3:Gel	O	0.514578
word.suffix3:len	B-MISC	0.514233
word.lower():grunnens	B-MISC	0.513406
word.lower():dokter	I-LOC	0.512894
word.lower():bruggencoate	I-PER	0.512884
next_word.lower():weidenbosch	B-PER	0.512867
next_word.lower():von	B-PER	0.512745
word.lower():jans	I-PER	0.512652
word.wordshape():Xxxxxxxxxxxxxxx	I-LOC	0.512646
word.lower():veeling	B-MISC	0.512374
word.lower():'t 	B-LOC	0.512019
word.wordshape():'x 	B-LOC	0.512019
word.suffix3:'t 	B-LOC	0.512019
word.suffix2:t 	B-LOC	0.512019
word.prefix3:'t 	B-LOC	0.512019
word.lower():as	O	0.511216
next_word.lower():wied	O	0.510986
next_word.lower():van	O	0.510593
word.suffix2:ns	O	0.510581
word.suffix3:sch	I-PER	0.51051
next_word.lower():zegt	B-MISC	0.510448
word.suffix3:ils	I-ORG	0.510445
word.suffix3:ate	I-PER	0.510158
word.lower():oogezaand	B-LOC	0.510117
word.prefix3:Noa	O	0.510017
next_word.lower():zoltkamper	B-LOC	0.50972
word.prefix3:Nee	B-MISC	0.509694
prev_word.lower():scheuvels	B-LOC	0.508781
word.prefix3:Kle	B-ORG	0.508605
word.prefix2:in	O	0.508579
word.lower():köster	B-PER	0.508474
word.prefix3:Kös	B-PER	0.508474
word.lower():jaan	B-PER	0.508171
word.suffix2:rg	B-LOC	0.507933
word.wordshape():xxxxxxxxxxxx	O	0.507272
word.suffix3:aik	B-LOC	0.507199
next_word.lower():weg	I-MISC	0.50719
word.prefix2:He	B-PER	0.506605
prev_word.lower():,	I-PER	0.505965
word.prefix3:Par	B-LOC	0.505601
word.prefix3:Toe	B-LOC	0.5053
word.wordshape():Xxxxxxx	B-ORG	0.504513
word.lower():riegen	O	0.504412
next_word.lower():iepman	I-PER	0.5039
word.suffix3:int	B-LOC	0.503113
word.prefix2:ha	O	0.502719
word.prefix3:Mal	B-PER	0.502611
word.lower():azarias	B-PER	0.502488
word.prefix3:Aza	B-PER	0.502488
word.lower():brussel	B-LOC	0.502229
word.suffix2:on	B-LOC	0.5022
word.lower():keiser	I-PER	0.501867
word.suffix3:SER	I-PER	0.501867
word.prefix3:KEI	I-PER	0.501867
word.prefix2:KE	I-PER	0.501867
prev_word.lower():busch	I-PER	0.501867
word.suffix3:ord	I-LOC	0.501627
word.suffix3:en	I-LOC	0.501591
word.prefix3:en	I-LOC	0.501591
word.suffix2:la	I-LOC	0.501352
word.suffix2:EN	O	0.50131
prev_word.lower():aole	B-MISC	0.500849
word.suffix2:ôt	B-PER	0.500692
word.lower():gaon	O	0.500682
word.suffix3:men	B-LOC	0.500608
word.lower():pekela	I-LOC	0.500357
word.suffix3:ela	I-LOC	0.500357
prev_word.lower():nieuwe	I-LOC	0.500255
prev_word.lower():het	B-MISC	0.500057
word.prefix3:Mag	B-PER	0.499462
word.lower():!	O	0.498897
word.wordshape():!	O	0.498897
word.suffix3:!	O	0.498897
word.suffix2:!	O	0.498897
word.prefix3:!	O	0.498897
word.prefix2:!	O	0.498897
word.prefix2:Je	B-PER	0.498494
word.suffix3:sel	B-PER	0.498315
word.suffix2:om	B-PER	0.498298
word.lower():vaorend	O	0.49774
word.lower():busch	B-PER	0.497727
word.suffix3:SCH	B-PER	0.497727
word.suffix2:CH	B-PER	0.497727
next_word.lower():keiser	B-PER	0.497727
word.prefix2:no	O	0.497577
word.suffix3:R	B-LOC	0.49724
word.suffix2:R	B-LOC	0.49724
word.prefix3:R	B-LOC	0.49724
word.prefix2:R	B-LOC	0.49724
word.prefix3:Ste	B-LOC	0.497225
word.lower():hulst	I-PER	0.496958
word.prefix3:Hul	I-PER	0.496958
next_word.lower():wrook'n	B-ORG	0.496948
word.suffix3:rie	I-MISC	0.496629
word.prefix2:Ac	B-LOC	0.496563
word.prefix2:Jo	I-ORG	0.49648
word.lower():assen	B-LOC	0.49647
word.prefix3:Ass	B-LOC	0.49647
word.prefix3:Sin	B-LOC	0.496385
word.prefix2:le	O	0.496171
word.prefix2:en	I-LOC	0.496149
word.prefix3:Lij	B-PER	0.496083
word.lower():vries	I-PER	0.495981
next_word.lower():,	I-PER	0.49543
word.suffix3:erd	B-ORG	0.495292
prev_word.lower():stadskanaal	O	0.495258
word.suffix2:ke	B-MISC	0.495246
word.lower()::	O	0.495128
word.wordshape()::	O	0.495128
word.suffix3::	O	0.495128
word.suffix2::	O	0.495128
word.prefix3::	O	0.495128
word.prefix2::	O	0.495128
word.prefix3:Dok	I-LOC	0.494912
word.suffix3:oug	O	0.494368
next_word.lower():tot	B-LOC	0.494027
prev_word.lower():g.	B-ORG	0.49322
word.lower():diek	I-PER	0.492975
next_word.lower():'r	O	0.492879
word.suffix2:om	B-LOC	0.492799
word.suffix3:eer	I-LOC	0.492682
word.prefix3:BUS	B-PER	0.492042
word.prefix2:BU	B-PER	0.492042
word.lower():jeruzalem	B-LOC	0.491581
word.prefix3:Jer	B-LOC	0.491581
prev_word.lower():de	B-LOC	0.491331
next_word.lower():n	O	0.491256
prev_word.lower():voader	B-PER	0.490765
word.lower():sidon	B-PER	0.49071
word.prefix3:Sid	B-PER	0.49071
word.suffix3:aja	O	0.490516
word.prefix2:Zw	B-LOC	0.489559
word.lower():beloaden	O	0.489547
word.suffix2:rn	B-LOC	0.489421
word.suffix2:it	O	0.489271
word.prefix3:van	I-MISC	0.489264
next_word.lower():òf	B-LOC	0.489036
word.suffix3:man	B-MISC	0.488457
word.lower():platduuts	B-MISC	0.488397
word.suffix3:ers	B-PER	0.487895
prev_word.lower():grunneger	I-ORG	0.48786
next_word.lower():dei	I-PER	0.487758
word.suffix3:'T	O	0.487141
word.suffix2:'T	O	0.487141
word.prefix3:'T	O	0.487141
word.prefix2:'T	O	0.487141
prev_word.lower():achter	B-LOC	0.486995
word.lower():vrijdag	O	0.486983
word.lower():laus	B-ORG	0.48676
next_word.lower():deo	B-ORG	0.48676
next_word.lower():ten	B-PER	0.486494
word.prefix3:Mes	O	0.486486
next_word.lower():blijft	B-PER	0.485972
word.suffix3:nds	O	0.485904
next_word.lower():ik	O	0.485588
next_word.lower():pekela	B-LOC	0.485293
word.lower():nieuwe	B-LOC	0.485069
word.lower():r	B-LOC	0.484742
word.suffix2:ht	B-MISC	0.484302
word.suffix3:cht	B-MISC	0.484224
word.lower():oljoarsoavendpraan	B-MISC	0.484182
prev_word.lower():johannes	I-PER	0.484062
word.lower():daip	I-LOC	0.483919
next_word.lower():hom	I-MISC	0.483102
word.wordshape():dd	B-MISC	0.483101
next_word.lower():klopte	B-PER	0.482924
word.suffix3:ern	O	0.482518
word.lower():spaigeltje	O	0.482429
word.prefix3:Bov	B-LOC	0.48197
word.suffix3:che	B-MISC	0.481798
next_word.lower():kwam	B-PER	0.481746
word.lower():?	O	0.481463
word.wordshape():?	O	0.481463
word.suffix3:?	O	0.481463
word.suffix2:?	O	0.481463
word.prefix3:?	O	0.481463
word.prefix2:?	O	0.481463
next_word.lower():was	I-PER	0.480953
word.suffix2:et	B-PER	0.480899
word.prefix3:lan	I-LOC	0.480629
word.lower():deo	I-ORG	0.480491
word.suffix3:Deo	I-ORG	0.480491
word.prefix3:Deo	I-ORG	0.480491
prev_word.lower():laus	I-ORG	0.480491
word.suffix2:ER	I-PER	0.480456
word.lower():bethsaïdoa	B-LOC	0.480392
word.prefix3:Bet	B-LOC	0.480392
word.suffix3:ift	O	0.480308
word.suffix2:en	B-LOC	0.480078
word.prefix2:Hu	I-PER	0.479585
word.prefix3:oll	O	0.479406
next_word.lower():h.	I-PER	0.479403
word.suffix2:eo	I-ORG	0.479266
word.prefix3:Zus	O	0.479259
word.suffix3:lst	I-PER	0.478925
word.lower():zeggen	O	0.478607
prev_word.lower():april	B-PER	0.478303
word.lower():glete	B-LOC	0.478278
next_word.lower():dee	B-ORG	0.477983
word.lower():loat	O	0.477672
word.lower():dalmanûthao	B-LOC	0.477513
word.suffix3:hao	B-LOC	0.477513
word.prefix3:Dal	B-LOC	0.477513
word.prefix2:Be	B-ORG	0.477424
word.suffix3:ete	B-LOC	0.477038
word.suffix3:ers	I-PER	0.476669
word.suffix2:ln	B-ORG	0.476164
word.lower():eekens	B-PER	0.475932
word.prefix2:Op	O	0.475866
next_word.lower():weer	B-LOC	0.475751
word.prefix2:Ko	I-MISC	0.475578
word.lower():rietuug	I-MISC	0.475563
word.lower():teis	I-PER	0.475187
word.prefix3:Tei	I-PER	0.475187
word.suffix3:eis	I-PER	0.474976
word.wordshape():Xxxxxxxxxxx	I-PER	0.474877
word.prefix3:Ram	B-LOC	0.474779
word.prefix3:Tie	O	0.47426
word.prefix2:In	B-MISC	0.474233
word.prefix2:Ed	B-MISC	0.474216
word.suffix3:unt	B-MISC	0.473485
word.suffix2:ne	B-PER	0.473227
prev_word.lower():haile	B-LOC	0.473115
word.suffix3:oul	B-LOC	0.473066
prev_word.lower():a.	I-PER	0.472631
word.suffix3:dat	O	0.472407
word.lower():gôlln	B-ORG	0.471999
word.suffix3:eld	O	0.47189
word.prefix3:Vil	O	0.471754
word.prefix3:Zol	I-LOC	0.471727
word.suffix3:lln	B-ORG	0.471725
next_word.lower():gek	B-PER	0.471684
word.lower():w.	I-PER	0.471577
word.suffix3:W.	I-PER	0.471577
word.suffix2:W.	I-PER	0.471577
word.prefix3:W.	I-PER	0.471577
word.prefix2:W.	I-PER	0.471577
next_word.lower():spitzen	I-PER	0.471577
next_word.lower():laipen	I-MISC	0.471538
word.prefix3:Gôl	B-ORG	0.471493
word.prefix2:Gô	B-ORG	0.471493
next_word.lower():helpt	O	0.471392
word.prefix3:hem	I-PER	0.471348
prev_word.lower():rietemoa's	I-MISC	0.471304
word.suffix3:ink	B-PER	0.471254
word.suffix2:ai	B-MISC	0.471085
word.lower():jagers	B-PER	0.471011
word.prefix3:Jag	B-PER	0.471011
word.suffix2:nt	B-MISC	0.470839
word.prefix3:Lau	B-ORG	0.470653
word.prefix3:Lau	B-LOC	0.470511
word.suffix2:ag	B-MISC	0.470351
word.suffix3:ate	B-LOC	0.47028
word.lower():niks	O	0.470237
word.suffix3:ord	B-PER	0.469881
next_word.lower():peerd	B-ORG	0.469851
word.lower():poelier	O	0.469678
word.lower():fivelingo	B-LOC	0.469517
word.suffix3:ngo	B-LOC	0.469517
word.suffix2:go	B-LOC	0.469517
word.prefix3:Gru	B-MISC	0.469017
word.suffix3:fen	B-PER	0.46901
word.prefix3:Gri	O	0.46869
word.wordshape():Xxxxxxxxx	I-ORG	0.468536
next_word.lower():meer	O	0.468443
word.lower():annao	B-MISC	0.467999
word.lower():gedempte	B-LOC	0.46789
word.prefix2:Kr	B-MISC	0.467806
word.suffix2:us	I-ORG	0.466653
word.prefix3:Kol	B-PER	0.466211
word.lower():zutfen	B-LOC	0.465579
word.prefix3:Zut	B-LOC	0.465579
word.prefix3:Ros	B-LOC	0.465568
word.lower():azzen	B-LOC	0.465403
word.prefix3:Azz	B-LOC	0.465403
word.prefix3:Vee	I-PER	0.465255
word.lower():joapkoom	B-PER	0.465178
word.lower():joars	I-MISC	0.464838
word.prefix3:JOA	I-MISC	0.464838
word.prefix2:JO	I-MISC	0.464838
word.lower():appie	B-PER	0.464814
word.prefix3:Hij	O	0.464763
next_word.lower():mit	B-PER	0.464726
word.suffix3:dag	O	0.46428
next_word.lower():jaan	B-PER	0.464279
word.suffix3:aip	I-LOC	0.464252
word.wordshape():Xxxxxxxxxxxx	I-PER	0.463585
word.prefix3:Wad	I-LOC	0.463549
word.suffix3:t	B-LOC	0.46344
word.suffix2:t	B-LOC	0.46344
word.prefix3:t	B-LOC	0.46344
word.prefix2:t	B-LOC	0.46344
prev_word.lower():oll'	I-MISC	0.463362
word.lower():geert	I-PER	0.463302
prev_word.lower():kaptaain	B-PER	0.463195
word.lower():testemênt	O	0.463134
word.suffix3:ênt	O	0.463134
word.suffix3:eke	B-LOC	0.463103
word.suffix3:uug	I-MISC	0.462236
word.lower():blaauw	B-PER	0.46215
word.suffix3:end	I-MISC	0.461719
prev_word.lower():t	I-PER	0.461712
word.prefix2:Gr	B-LOC	0.461308
word.lower():oldambster	B-LOC	0.461085
next_word.lower():polderwegen	B-LOC	0.461085
word.lower():meerten	I-PER	0.461011
word.suffix3:zak	O	0.460398
word.prefix3:Hol	B-LOC	0.460065
word.suffix3:hip	O	0.460026
word.suffix2:rd	B-PER	0.459967
prev_word.lower():o.	O	0.459837
word.prefix2:Pi	B-PER	0.459691
